"ID","PARTNER_ID","NAME","ADDRESS","ADDRESS_2","CITY","STATE","POSTAL_CODE","COUNTRY","TIMEZONE","PHONE","EMAIL","FAX","LONGITUDE","LATITUDE","ERROR"
"51ffcf78a09a67fafa000039","51fce332275b241afb0000a4","Galeria Laura Marsiaj","Rua Teixeira de Melo, 31c","Ipanema","Rio de Janeiro","RJ","22410-010","Brasil","America/Sao_Paulo","+ 55 21 2513 2074","","","-43.209373","-22.911014","Foreign key external ID: 51fce332275b241afb0000a4 not found for field Partner_Ext_Id__c in entity Account"
"55773c107261692b050001b9","5536bc207261696546ad0100","5457b5e779d8ac1ed646297670a99ca8","13 rue de Miromesnil","","Paris","","75008","FR","Europe/Paris","+33 1 42 65 05 31","info@visiodellarte.com","","2.315978","48.872071","Foreign key external ID: 5536bc207261696546ad0100 not found for field Partner_Ext_Id__c in entity Account"
"5244c13dcd530e1af70001b1","52385c8c139b21a2e7000800","Primary Location","10 Siraselviler Cd","Kat 1 D4, Taksim","Istanbul","","34433","Turkey","Europe/Istanbul","+90 (212) 292 59 68","","","28.965165","41.009633","Foreign key external ID: 52385c8c139b21a2e7000800 not found for field Partner_Ext_Id__c in entity Account"
"5195615699833ff9c000002d","516dacf7b31e2bd65e00017c","Primary location","23 E 67th #3","","New York","","10065","United States","America/Chicago","212 988 2200","","","-87.200805","30.83852","Foreign key external ID: 516dacf7b31e2bd65e00017c not found for field Partner_Ext_Id__c in entity Account"
"52b325ea275b2485dc0001c0","52b31e3f8b3b817c880001b3","Baltimore Apt","","","Baltimore","MD","","","America/New_York","","","","-76.610807","39.290861","Foreign key external ID: 52b31e3f8b3b817c880001b3 not found for field Partner_Ext_Id__c in entity Account"
"52e1398c139b21a2c70004c5","52cc7766ebad64e73f000142","Primary Location","c/ Progreso 3","","Vigo ","Pontevedra, Galicia","36202","Spain","Europe/Madrid","986224785 ","pepa@bacelos.com / berta@bacelos.com","","-8.72472","42.23766","Email: invalid email address: pepa@bacelos.com / berta@bacelos.com"
"53272007cd530e387100009e","532706b48b3b81ab6c000745","Primary Location","51 Greene Street ","","New York ","NY","10013","USA ","America/New_York","212-965-1387","info@arcadiacontemporary.com","","-74.001912","40.722336","Foreign key external ID: 532706b48b3b81ab6c000745 not found for field Partner_Ext_Id__c in entity Account"
"535b8332c9dc24957c000011","4df0efae73d4420001005632","Location 2","Goethestraße 2/3","","Berlin","","D-10623","Germany","Europe/Berlin","","","","13.38886","52.517036","Foreign key external ID: 4df0efae73d4420001005632 not found for field Partner_Ext_Id__c in entity Account"
"542192257261696c4a770600","5420785d7261696fcf450200","Smack Mellon","92 Plymouth Street","","Brooklyn","New York","11201","United States","America/New_York","718-834-8761","suzanne@smackmellon","718-834-5233","-73.989785","40.703788","Email: invalid email address: suzanne@smackmellon"
"5536bc7c7261694e56ef0100","5536bc207261696546ad0100","d7cff2325917d905c93032f35f686dad","522 West 23rd Street","","New York","NY","10011","US","America/New_York"," (212) 796 5313","contact@visiodellarte.com","","-74.00494","40.74792","Foreign key external ID: 5536bc207261696546ad0100 not found for field Partner_Ext_Id__c in entity Account"
"554a554f7261690622a20500","554a54ff7261692ba6a00300","b2655723c8bc5802f0e1b797c695e015","40 West 27th St, 8th Floor","","New York","NY","10001","USA","America/Chicago","+1 646 577 4689","info@denisgardarin.com","","-100.445882","39.78373","Foreign key external ID: 554a54ff7261692ba6a00300 not found for field Partner_Ext_Id__c in entity Account"
"555a41be72616955eacc0800","555a40f87261696f5eb40800","ef2e29518d1a38ddccbc77945017bff5","64 Grand St","","New York","NY","10013","USA","America/New_York","(212) 219-9622","","","-74.003184","40.722321","Foreign key external ID: 555a40f87261696f5eb40800 not found for field Partner_Ext_Id__c in entity Account"
"51d781f38b3b81aacd00003d","51905d90982905ff57000017","Primary Location","Brüsseler Straße 85","","Cologne","","50672","DE","Europe/Berlin","+49-(0)221-2570591","köln@nagel-draxler.de","","6.934711","50.941406","Email: invalid email address: köln@nagel-draxler.de"
"55e607387261695bea0001af","55917646776f7239710000b4","8cef2adda807a27383efd166bd667627","Av. Barão Homem de Melo, 4554 – Sl. 1002G ","","Belo Horizonte","Minas Gerais","30494270","BR","America/Chicago","+5531 3308 -6210 ","patfonseca@superig.com.br / dayane@abpma.org.br","","-100.445882","39.78373","Email: invalid email address: patfonseca@superig.com.br / dayane@abpma.org.br"
"55e65b4f72616950b6000231","55e653617261693ec900021e","49fe0e7deef7452a1ba6832973d75a28","10 Mavo Hamatmid Street","","Jerusalem","","94593","Israel","America/Chicago","+972 (0)5 49549540","+972 (0)7 76480003","+972 (0)7 76480003","-100.445882","39.78373","Email: invalid email address: +972 (0)7 76480003"
