"ID","ID","PARTNER_ID","NAME","ADDRESS","ADDRESS_2","CITY","STATE","POSTAL_CODE","COUNTRY","TIMEZONE","PHONE","EMAIL","FAX","LONGITUDE","LATITUDE","STATUS"
"a0WM0000005j93eMAA","51d70a69275b2428c00000a7","51d70a388b3b81c8100000e3","Primary Location","Unit 307, 3/F ","Harbour Industrial Centre  10 Lee Hing Street","Ap Lei Chau, Hong Kong","","","","Asia/Hong_Kong","+852 2553 9522","","","114.151224","22.242449","Item Updated"
"a0WM0000005j93fMAA","51d70d19275b24a59b0000e6","51b70978275b24cca30000c7","Primary Location","Via Massimiano, 25","","Milano","","20134","Italy","Europe/Rome","+39 02 26924671","","","9.244778","45.481991","Item Updated"
"a0WM0000005j93gMAA","51d70dce8b3b8157f10000d3","516d9ee9fdc441dbf0000098","Primary Location","Löwenbräu, Limmatstrasse 270","","Zurich","","CH 8005","Switzerland","Europe/Zurich","+41 (0)44 240 0481","","","8.540443","47.368559","Item Updated"
"a0WM0000005j93hMAA","51d710de275b24135a0000cc","51d710368b3b8157f10000de","Primary Location","140 Old Hill Street","Police Station Building #1-8","Singapore","","179369","","Asia/Singapore","+65 6737 4202","","","103.852038","1.290453","Item Updated"
"a0WM0000005j93iMAA","51d711fb275b240a1f00011b","51905899a36619bfb000001e","Primary Location","Calle del General Castaños, 3","","Madrid","","28004","Spain","Europe/Madrid","+34 913 19 59 00","info@galeriaelviragonzalez.com","","-3.694258","40.425063","Item Updated"
"a0WM0000005j93jMAA","51d713d78b3b81c810000119","519058b42536ad645900001c","Primary Location","Balmes, 54","","Barcelona","","08007","Spain","Europe/Madrid","+34 93 216 0290","","","2.162858","41.389486","Item Updated"
"a0WM0000005j93kMAA","51956340c89bf9250d000027","519257493ff844586b000119","Primary Location","Calle del Amor de Dios, 1","","Madrid","","28014","Spain","Europe/Madrid","+34 914 29 89 55","","","-3.703582","40.416705","Item Updated"
"a0WM0000005j93lMAA","51d7168d8b3b81f3c5000100","516dc285fdc441dbf0000156","Romania","Fabrica de Pensule / The Paintbrush Factory","Str. Henri Barbusse 59–61","Cluj","","400616","Romania","Europe/Bucharest","+40.740.658555","","","23.607833","46.782661","Item Updated"
"a0WM0000005j93mMAA","51d717048b3b81404a000172","51905a2342d813279100002c","Primary Location","8 rue Bonaparte","","Paris","","75006","France","Europe/Paris","+33(0)143 25 84 20","","","2.352133","48.856506","Item Updated"
"a0WM0000005j93nMAA","51d718db275b24135a000109","515beb1b94714c2e38001eb6","Primary Location","Neven-DuMont-Str. 17","","Köln","","50667","Germany","Europe/Berlin"," +49(0)221 257 49 46","","","6.950185","50.940319","Item Updated"
"a0WM0000005j93oMAA","51d71ce88b3b81e79500015c","51905a60f0547720b3000025","Primary Location","22 Rue Charlot","","Paris","","75003","France","Europe/Paris","33 1 48 87 73 94","","","2.352133","48.856506","Item Updated"
"a0WM0000005j93pMAA","51d71e7f275b24982100016c","51912370a0134c6130000081","Primary Location","Corneliusstraße 3","","Berlin","","10787","Germany","Europe/Berlin","+49 30 8814405","","","13.350115","52.506923","Item Updated"
"a0WM0000005j93qMAA","51d720bc275b24982100017a","517afb8297eba1383900015f","Zurich","Vorstadt 14","","Zug","","6300","Switzerland","Europe/Zurich","","","","8.515281","47.167982","Item Updated"
"a0WM0000005j93rMAA","51d720f8275b2428c0000166","517afb8297eba1383900015f","Zug","Unter Altstadt 20","","Zug","","6300","Switzerland","Europe/Zurich","+41 (41) 710 25 02","","","8.514361","47.165647","Item Updated"
"a0WM0000005j93sMAA","51d77ca18b3b81aacd000016","519059ca982905ff57000011","Primary Location","Breite Gasse 17","","Vienna","","1070","Austria","Europe/Vienna","+43 1 5240976","","","16.356352","48.20408","Item Updated"
"a0WM0000005j93tMAA","519562cfcac7a8d01500000a","518a5ebf013a5c47260000dd","Primary","Gerard Doustraat 128 A","","Amsterdam","","1073 VX","The Netherlands","Europe/Amsterdam","+31 20 463 6904","","","4.897996","52.374436","Item Updated"
"a0WM0000005j93uMAA","51d77ebd275b24bf39000024","51905be39443f5c759000037","Secondary Location","Türkenstrasse 23","","Munich","","D - 80799","Germany","Europe/Berlin","+49 89 384 081-0","","","11.575482","48.137272","Item Updated"
"a0WM0000005j93vMAA","51d7804b275b2457fc000025","516d9f149ad2d3378a0001be","Primary Location","Eschenbachgasse 11","","Vienna","","1010","Austria","Europe/Vienna","+43 1 5857371","","","16.363203","48.201968","Item Updated"
"a0WM0000005j93wMAA","51d780c78b3b81aacd00002d","51d780af275b2483b5000028","Primary Location","Eschenbachgasse 9","","Vienna","","1010","Austria","Europe/Vienna","+43 1 5857277","","","16.363286","48.202066","Item Updated"
"a0WM0000005j93xMAA","51d78301275b2483b5000039","51d782df8b3b816cc200003f","Primary Location","Mehringdamm 72","","Berlin","","10961 ","Germany","Europe/Berlin","+49 (0)30 285 75 50,","","","13.385905","52.490168","Item Updated"
"a0WM0000005j93yMAA","51d783fa8b3b81aacd000053","5191236fa0134c6130000071","Primary Location","Zahnradstrasse 21","","Zurich","","8005","Switzerland","Europe/Zurich","+41 44 278 1010","info@peterkilchmann.com","+41 44 278 1011","8.516726","47.386316","Item Updated"
"a0WM0000005j93zMAA","51d784f8275b2457fc000042","51905c009443f5806a00003e","Primary Location","Antwerpener Straße 1","","Cologne","","50672","Germany","Europe/Berlin","+49 221 521625","","","6.937385","50.940263","Item Updated"
"a0WM0000005j940MAA","51d786fd8b3b814f53000047","51905d38e32bc84d5000002a","Primary Location","Chesa Madalena · Somvih 115","","Zuoz","","7524","Switzerland","Europe/Zurich","+41 81 850 13 90","","","9.960804","46.601288","Item Updated"
"a0WM0000005j941MAA","51d788578b3b8131ec000045","5191236fa0134c6130000079","Ljubljana","Kolodvorska 6","","Ljubljana","","SI-1000","Slovenia","Europe/Ljubljana","+386 1 430 49 29","","","14.5023","46.081387","Item Updated"
"a0WM0000005j942MAA","51d78aa0275b24b83b000079","516dc2c3b31e2b4f9e00012e","Primary Location","via Mottalciata 10B","","Torino","","10154","Italy","Europe/Rome","+39 327 1491 932","","","7.69975","45.082567","Item Updated"
"a0WM0000005j943MAA","51d78ba48b3b818c7700008f","51d78b77275b245356000073","Primary Location","Via Alessandro Stradella, 7","","Milan","","20129","Italy","Europe/Rome","+39 02 204 3555","","","9.215059","45.478152","Item Updated"
"a0WM0000005j944MAA","51d78c7d8b3b816cc200007f","518cff5539f52cba740000cb","Primary Location","Via Senato, 20","","Milan","","20121","Italy","Europe/Rome","+39 02 76006473","","","9.196499","45.471335","Item Updated"
"a0WM0000005j945MAA","51d7906d275b2457fc000091","51d790408b3b818c770000a9","Primary Location","3-9-5 Motomachi ","Chuo-ku","Kobe","","","Japan","Asia/Tokyo","81-78-391-1666","","","135.187912","34.688992","Item Updated"
"a0WM0000005j946MAA","51d7918c8b3b816cc2000097","51d791428b3b81aacd00009e","Gandhara-art Space, Karachi-Pakistan","F-65/2 Kehkashan","Clifton Block-4 ","Karachi","","","Pakistan","Asia/Karachi","+92 21 35821462 ","","","67.031129","24.86678","Item Updated"
"a0WM0000005j947MAA","51d792948b3b816cc20000a2","516da9179ad2d38886000a3b","Primary Location","18, rue des 4 fils","","Paris","","75003","France","Europe/Paris","+33 (0)1 44 78 00 60","","","2.352133","48.856506","Item Updated"
"a0WM0000005j97mMAA","4e3c721ede52c80005000152","4d8d104d876c697ae1000020","Primary Location","1880 Century Park East, Suite 100","","Los Angeles","CA","90067","United States","America/Los_Angeles","310-277-4997","jnca@novakart.com","310-277-4881","-118.242727","34.053717","Item Updated"
"a0WM0000005j97nMAA","4e3c721fde52c800050003e5","4d90e14b958c0e3e570023aa","Primary Location","Rua Pais de Araújo, 77","","São Paulo","SP","04531-090","Brazil","America/Sao_Paulo","+55 11 3167-5621","","","-46.637365","-23.54764","Item Updated"
"a0WM0000005j97oMAA","4e3c7221de52c8000500066a","4d90e294958c0e3e5700242b","Primary Location","Laurierstraat 187-189 ","","Amsterdam","","NL-1016 PL","Netherlands","Europe/Amsterdam","+31 20 330 2066","","","4.877144","52.371253","Item Updated"
"a0WM0000005j97pMAA","52ec12f5cd530e5cfd00009a","52e6919bb202a31662000048","The Mistake Room","1811 E. 20th Street ","","Los Angeles","CA","90058","United States","America/Los_Angeles","","","","-118.241116","34.018413","Item Updated"
"a0WM0000005j97qMAA","4e3c7222de52c80005000a56","4dbe0e1625a5cb19630002e1","Primary Location","798 Art District","No. 4 Jiuxianqiao Lu","Beijing","","100015","China","Asia/Shanghai","+86 10 5978 9320","","","116.391349","39.905909","Item Updated"
"a0WM0000005j97rMAA","4e3c7224de52c80005000dd1","4dd178eb7568e500010015a6","Primary Location","547 West 25th Street","","New York","NY","10001","United States","America/New_York","212 242 7727","gallery@cheimread.cim","212 242 7737","-74.005126","40.750024","Item Updated"
"a0WM0000005j97sMAA","4e3c7227de52c80005001239","4ddafbf9b8ba5e0001001f9e","Primary Location","1 - 2 Warner Yard","","London ","","EC1R 5EY","United Kingdom","Europe/London","44 020 7837 5991","office@hollybushgardens.co.uk","","-0.127647","51.507322","Item Updated"
"a0WM0000005j97tMAA","4e3c7227de52c8000500146e","4ddafd136ec77c00010004b6","Primary Location","31 & 34 Cork Street ","","London","","W1S 3NU ","United Kingdom","Europe/London","+44 20 7439 1866","info@alancristea.com","+44 20 7439 1874","-0.141187","51.509987","Item Updated"
"a0WM0000005j97uMAA","4e3c7228de52c80005001902","4de17a7eac3e7e00010002c5","The Estate of David Smith","333 Hudson Street ","Suite 902","New York","NY","10013","United States","America/New_York","","","","-74.007536","40.72712","Item Updated"
"a0WM0000005j97vMAA","4e3c722dde52c80005001a91","4de7d52aa9e68700010084a9","Primary Location","No.3, The Bund","3rd Floor","Shanghai","","200002","China","Asia/Shanghai","+86 21 6321-5757","","","121.488892","31.225344","Item Updated"
"a0WM0000005j97wMAA","4e3c722dde52c80005001bc3","4de88668fe3839000100743c","Primary Location","621 West 27th Street","","New York","NY","10001","USA","America/New_York","212.643.3162","info@winkleman.com","","-74.006162","40.751927","Item Updated"
"a0WM0000005j97xMAA","4e3c722ede52c80005001d85","4de4ff58d4d4f50001002c55","Primary Location","Via Apollonio, 68","","Brescia","","25128","Italy","Europe/Rome","+39 030 383034","","","10.219534","45.539835","Item Updated"
"a0WM0000005j97yMAA","4e3c722ede52c80005001f34","4debaece0085bc00010024e2","Primary Location","45 North Venice Boulevard","","Venice","CA","90291","United States","America/Los_Angeles","310.822.4955","info@lalouver.com","310.821.7529","-118.466888","33.995044","Item Updated"
"a0WM0000005j97zMAA","4e3c7233de52c800050021d8","4decf9d3d5e98a00010073a8","Primary Location","5 rue de la Muse","","Geneva","","CH-1205","Switzerland","Europe/Zurich","+41 22 544 95 95.","","","6.146601","46.201756","Item Updated"
"a0WM0000005j980MAA","4e3c7234de52c80005002465","4dee81bb85996500010078ef","Primary Location","619 North Almont Dr.","","Los Angeles","CA","90069","United States","America/Los_Angeles","","","","-118.242727","34.053717","Item Updated"
"a0WM0000005j981MAA","4e3c7234de52c800050025e4","4dee9d113492270001011796","Primary Location","527 West 29th Street","","New York","NY","10001","United States","America/New_York","(212) 925-6190","","","-74.002678","40.752214","Item Updated"
"a0WM0000005j982MAA","4e3c7235de52c80005002781","4def459322c71e0001014cce","Primary Location","Drususgasse 1-5","","Cologne","","D-50667","Germany","Europe/Berlin","+49 (0)221 257 10 12","","","6.959974","50.938361","Item Updated"
"a0WM0000005j983MAA","4e3c7235de52c80005002939","4def5726349227000101986f","Primary Location","Filipstadveien 5","","Oslo","","NO-0250","Norway","Europe/Oslo","+47 22 94 40 40","","","10.739111","59.913269","Item Updated"
"a0WM0000005j984MAA","4e3c7236de52c80005002a88","4def9637e5e071000100010d","Primary Location","Am Kupfergraben 10","","Berlin","","","Germany","Europe/Berlin","+49 30 2887870","","","13.396775","52.519275","Item Updated"
"a0WM0000005j985MAA","4e3c7236de52c80005002d64","4defeab13778d700010045e1","Primary Location","100 Soi Tonson, Ploenchit Rd.","Lumpini,  Pathumwan","Bangkok","","10330","Thailand","Asia/Bangkok","(+662) 684 1527","","","100.494122","13.752944","Item Updated"
"a0WM0000005j986MAA","4e3c7236de52c80005002f5b","4df09837814ee3000100351c","Primary Location","Heilwigstrasse 64","","Hamburg","","20249","Germany","Europe/Berlin","","","","9.995458","53.590595","Item Updated"
"a0WM0000005j987MAA","4e3c7237de52c800050031bd","4df16c544c0f4600010069e2","Primary Location","10 rue Charlot","","Paris","","75003","France","Europe/Paris","+33 1 42 77 38 87","","","2.352133","48.856506","Item Updated"
"a0WM0000005j988MAA","4e3c7237de52c8000500351c","4df22a34c4aeb50001011818","Primary Location","Admiralitätstrasse 71","","Hamburg","","D-20459","Germany","Europe/Berlin","+ 49 40 37 51 99 40","","","10.000654","53.550341","Item Updated"
"a0WM0000005j989MAA","4e3c723ede52c800050038d1","4dd16911ee6a4e0001000b55","Primary Location","14 Saint George Street","","London ","","W1S 1FE","United Kingdom","Europe/London","+44 020 3205 8910","","","-0.143319","51.512685","Item Updated"
"a0WM0000005j98AMAQ","4e3c723ede52c80005003aa2","4dc6d52edc90620001000002","Primary Location","30 rue Beaubourg","","Paris","","75003","France","Europe/Paris","+33 1 42 72 14 10","info@danieltemplon.com","","2.354066","48.86204","Item Updated"
"a0WM0000005j98BMAQ","4e3c723ede52c80005003d24","4de1124b08c11000010059dc","Primary Location","Potsdamer Straße 85","","Berlin","","D-10785","Germany","Europe/Berlin","+49 30 31998101","","","13.38886","52.517036","Item Updated"
"a0WM0000005j98CMAQ","4e3c723ede52c80005004038","4dea144c7ae5cf00010039be","Primary Location","Schleifmühlgasse 1A","","Vienna","","1040","Austria","Europe/Vienna","+43 1 5857474","","+43 1 5857474-24","16.372504","48.208354","Item Updated"
"a0WM0000005j98DMAQ","4e3c723fde52c80005004264","4df2a018bde46c0001003dc6","Primary Location","530 W 22nd St.","","New York","NY","10011","United States","America/New_York","(212) 929-2262","gallery@sikkemajenkinsco.com","","-74.005662","40.747357","Item Updated"
"a0WM0000005j98EMAQ","4e3c723fde52c800050043fe","4df39b3f900008000100bdfb","Primary Location","Restelbergstrasse 97","","Zurich","","CH-8044","Switzerland","Europe/Zurich","+41 44 360 51 60","","","8.540443","47.368559","Item Updated"
"a0WM0000005j98FMAQ","4e3c7240de52c80005004760","4df3c61fec8220000100087b","Primary Location","Elisabethenstrasse 54","","Basel","","CH-4051","Switzerland","Europe/Zurich","+41 61 272 83 77","","","7.594714","47.496481","Item Updated"
"a0WM0000005j98GMAQ","4e3c7240de52c800050048a6","4df4191781d91d00010009b8","Primary Location","163 Plymouth St.","","Brooklyn","NY","11201","United States","America/New_York","","","","-73.949582","40.650104","Item Updated"
"a0WM0000005j98HMAQ","532050c5c9dc24c70d000688","51af4c69275b244d020002ad","Location 2","10 Northington Street","","London","","WC1N2JG","United Kingdom","Europe/London","","mail@laurabartlettgallery.com","","-0.127647","51.507322","Item Updated"
"a0WM0000005j948MAA","51d794078b3b8134970000a5","51912373a0134c613000009d","Primary Location","via Tadino 15","","Milan","","I-20124","Italy","Europe/Rome","+39 02 29 404 373","","","9.190537","45.466797","Item Updated"
"a0WM0000005j949MAA","51d794b1275b2457fc0000a3","51912367a0134c613000001d","New York | 21st St","530 West 21st Street","","New York","New York","10011","","America/New_York","212-206-7606","","","-74.006765","40.746816","Item Updated"
"a0WM0000005j94AMAQ","51d797d78b3b814f53000094","51912364a0134c6130000001","Zurich","Limmatstrasse 270","","Zurich","","8005","Switzerland","Europe/Zurich","+41 44 446 8050","","","8.524872","47.389356","Item Updated"
"a0WM0000005j94BMAQ","51d79828275b2453560000b7","51912364a0134c6130000001","London 2","196A Piccadilly","","London","","W1J 9DY","United Kingdom","Europe/London","+44 207 287 2300","","","-0.127647","51.507322","Item Updated"
"a0WM0000005j94CMAQ","51d7985d275b2483b50000b5","51912364a0134c6130000001","New York 2","511 West 18th Street","","New York","New York","10011","","America/New_York","+1 212 790 3900","","","-74.006886","40.744968","Item Updated"
"a0WM0000005j94DMAQ","51d799958b3b8131ec0000b6","51912369a0134c6130000031","Primary Location","975 Madison Ave","","New York","New York","10075","","America/New_York","(212) 879-2075","","","-73.963377","40.774437","Item Updated"
"a0WM0000005j94EMAQ","51d79a44275b2453560000c3","51d79a258b3b81aacd0000dd","Primary Location","5-9-20 Roppongi Minato","","Tokyo","","106-0032","Japan","Asia/Tokyo","03-5772-5233","","","139.510395","35.690041","Item Updated"
"a0WM0000005j94FMAQ","51d79b87275b2453560000d6","51d79b5b275b24c5a80000ca","Primary Location","Borivojova 85"," ","Prague 3","","130 00","CZ","America/Chicago","+420 233 376 259","info@huntkastner.com","","-100.445882","39.78373","Item Updated"
"a0WM0000005j94GMAQ","51da07f8275b24d3e2000001","51da07c48b3b8163f600000a","Primary Location","Dr. Dimitrie Grecescu nr.13","","Bucharest","","050598","Romania","Europe/Bucharest","+40) 721261242","","","26.102744","44.436139","Item Updated"
"a0WM0000005j94HMAQ","51da09e5275b24ffad000005","51da09c0275b249f6d00000a","Primary Location","De Clercqstraat 62","","Amsterdam","","1052 NJ","Netherlands","Europe/Amsterdam","+31 20 753 1596","","","4.897996","52.374436","Item Updated"
"a0WM0000005j94IMAQ","51da0b388b3b818abb000006","51af4cb08b3b819fa8000296","Primary Location","124 Forest Road","","London","","E8 3BH","United Kingdom","Europe/London","+44 (0) 7968 548 764","","","-0.06697","51.544002","Item Updated"
"a0WM0000005j94JMAQ","5195629599833fb50d00001d","518a3841e1af0b9fdd0000b5","Primary location","Paraná 1133","","Buenos Aires","","","Argentina","America/Argentina/Buenos_Aires","(5411) 4813-0552","","","-58.711799","-34.897628","Item Updated"
"a0WM0000005j94KMAQ","51da0c5a275b24a58f00000c","5122d7e2f2b85b0080000004","Primary Location","Motoazabu Crest Bldg. B1F","2-3-30 Motoazabu","Minato-ku, Tokyo","","106-0046","Japan","Asia/Tokyo","03-6823-6038","","","139.741434","35.650962","Item Updated"
"a0WM0000005j94LMAQ","51da0ce98b3b8186e9000016","516da0f0ed1712e96f000199","Primary Location","Hönggerstrasse 40","","Zürich","","CH 8037","Switzerland","Europe/Zurich","+41 (0)43 535 85 91","","","8.540443","47.368559","Item Updated"
"a0WM0000005j94MMAQ","51da0e22275b249f6d00002f","51da0e088b3b818abb00000e","Warehouse","Wilhelmshavener Str. 7","","Berlin","","10551","Germany","Europe/Berlin","+49 30 39880380","","","13.341505","52.52863","Item Updated"
"a0WM0000005j94NMAQ","51da0e7e275b24a58f000010","51da0e088b3b818abb00000e","Palma de Mallorca","Oratorio de Sant Feliu, C/ Sant Feliu, s/n","","Palma de Mallorca","","07012","Spain","Europe/Madrid","+34 971 716 134","","","2.650074","39.569582","Item Updated"
"a0WM0000005j94OMAQ","51da0f0f8b3b8186e9000018","51da0ee6275b249f6d000031","Primary Location","Képíró utca 5","","Budapest","","H 1053","Hungary","Europe/Budapest","+36 1 267 0522","","","19.040471","47.498382","Item Updated"
"a0WM0000005j94PMAQ","51da1057275b24ffad00001d","515bf7f4cd4b8ed0b9001fa0","Primary Location","Karl–Liebknecht–Straße 29","4th Floor","Berlin","","10178","Germany","Europe/Berlin","+49. 30. 688 127 10","","","13.413042","52.525165","Item Updated"
"a0WM0000005j94QMAQ","51da10bb275b24d3e2000018","519059fc9443f5c759000031","Berlin","Marienstraße 10","","Berlin","","D 10117","Germany","Europe/Berlin","+49 30 280 426 70","","","13.38886","52.517036","Item Updated"
"a0WM0000005j94RMAQ","51da11c68b3b8163f6000021","51da118f275b249f6d00003d","Primary Location","Francisco Ramírez #5","Col. Daniel Garza, Del. Miguel Hidalgo","Mexico City","","11830","MX","America/Mexico_City","+ 52.55.6304 8755 ","","","-99.13321","19.43253","Item Updated"
"a0WM0000005j94SMAQ","51da125c275b2491b7000024","51da12328b3b818abb00001a","Primary Location","Cempaka no.8B Magelang ","","Jawa Tengah","","56123","Indonesia","Asia/Pontianak","(+62) (293) 313338 ","","","109.520582","-0.018002","Item Updated"
"a0WM0000005j94TMAQ","51da136c275b24a58f00002a","518cfab01e28488650000089","Primary Location","790 Madison, Suite 506","","New York","New York","10065","","America/Chicago","(212) 751-7373","","","-93.926884","39.685287","Item Updated"
"a0WM0000005j94UMAQ","51da144c8b3b8186e900001d","51af4c418b3b81c91c0005ad","Primary Location","340-344 Kingsland Rd","","London","","E8 D4A","United Kingdom","Europe/London","+44 (0)20 7923 7033","","","-0.127647","51.507322","Item Updated"
"a0WM0000005j94VMAQ","51da14ee8b3b81f3cf00002a","51da14728b3b8163f6000029","Beijing","101, 1F, Building No. 1,Yard No.3","YongHe Garden, DongBinHe Road","AnDingMenWai, DongCheng District, Beijing","","100013","China","Asia/Shanghai","86-10-8422-0366","","","104.999927","35.000074","Item Updated"
"a0WM0000005j94WMAQ","51da16388b3b819ddc000032","51da15f48b3b8167fd000018","Primary Location","Bartningallee 2-4","","Berlin","","10557","Germany","Europe/Berlin","49 030 2804 5805","","","13.346015","52.51915","Item Updated"
"a0WM0000005j94XMAQ","51da17a18b3b8186e9000028","51da17598b3b81f3cf000037","Primary Location","Whitespace 2314","Pasong Tamo Extension","Makati City","","","Philippines","Asia/Manila","63 2 5765024","","","121.023532","14.556885","Item Updated"
"a0WM0000005j94YMAQ","51da1972275b2491b7000038","51da195b8b3b819ddc000037","Primary Location","4 Rue Jouye-Rouve","","Paris","","75020","France","Europe/Paris","+33 9 50 04 16 80","","","2.352133","48.856506","Item Updated"
"a0WM0000005j94ZMAQ","51da19df275b2491b700003c","51912367a0134c6130000015","Primary Location","24 W 57th St ","","New York","New York","10019","","America/New_York","(212) 977-7160","goodman@mariangoodman.com","","-73.975631","40.763378","Item Updated"
"a0WM0000005j94aMAA","51da1acf275b24a58f000035","51912376a0134c61300000c1","Primary Location","21 Herald St","","London","","E2 6JT ","United Kingdom","Europe/London","+44 (0)20 7729 4112 ","","","-0.055729","51.525032","Item Updated"
"a0WM0000005j94bMAA","51da1c188b3b8167fd00002e","5191236aa0134c613000003d","Primary Location","Abdijstraat 2a Rue de l'Abbaye","","Brussels","","1000","Belgium","Europe/Brussels","+32 (0) 2. 644.34.54","","","4.351697","50.846556","Item Updated"
"a0WM0000005j94cMAA","51dac6ea8b3b81f3cf0000ba","51dac6d08b3b8186e90000cb","Primary Location","Bartningallee 2-4","","Berlin","","D 10557","Germany","Europe/Berlin","+49.30.4980 8487","","","13.38886","52.517036","Item Updated"
"a0WM0000005j94dMAA","51dac7cd8b3b8186e90000d5","51dac792275b24a58f0000da","Primary Location","Kita-otsuka, 3-27-6","Toshima-ku","Tokyo","","170-0004","Japan","Asia/Tokyo","81 03-6276-1452","","","139.510395","35.690041","Item Updated"
"a0WM0000005j94eMAA","51dac8fc8b3b8186e90000e2","51dac8db275b24d92c0000dc","London","72 New Bond St., 1st Floor","","London","","W1S 1RR","United Kingdom","Europe/London","+44(0)20 7491 7208","","","-0.127647","51.507322","Item Updated"
"a0WM0000005j94fMAA","51dac9ee275b24d92c0000ec","51dac9b7275b24d92c0000e6","Primary Location","Sargood Lane","Melway reference 1B T9","Melbourne","","","Australia","Australia/Melbourne","+613 9663 3204","","","144.963161","-37.814218","Item Updated"
"a0WM0000005j95AMAQ","51dacbf4275b2491b70000da","51dacbe38b3b8167fd0000ea","Primary Location","327 Broome St","","New York","New York","10002","","America/New_York","(212) 375-8043","","","-73.993794","40.719038","Item Updated"
"a0WM0000005j95BMAQ","51daccb68b3b8186e90000f7","51b71eef8b3b81dde0000020","Primary Location","Carrer d'En Xuclà, 7","","Barcelona","","08001","Spain","Europe/Madrid","+34 933 42 57 21","","","2.170664","41.383023","Item Updated"
"a0WM0000005j95CMAQ","51dace998b3b8163f6000105","51dace7b275b249f6d0000f9","Primary Location","25 Savile Row","","London","","W1S 2ER","United Kingdom","Europe/London","+44 (0)20 7287 5013","","","-0.141514","51.512083","Item Updated"
"a0WM0000005j95DMAQ","51dacf708b3b81f3cf000116","517aefa70367f639e10001cb","Osage Beijing","B2002, Beihuqu","Anwaibeiyuan, Chaoyang District","Beijing","","100012","China","Asia/Shanghai","(86-10) 5202-3818","","","116.391349","39.905909","Item Updated"
"a0WM0000005j95EMAQ","51dae38d275b24d92c0001a1","519058e3064870eb48000033","Primary Location","Claudio Coello, 14","","Madrid","","28001","Spain","Europe/Madrid","+34 91 576 28 13","","","-3.703582","40.416705","Item Updated"
"a0WM0000005j95FMAQ","51dae4b08b3b819ddc000219","51912367a0134c6130000019","Primary Location","534 W 21st St","","New York","New York","10011","","America/New_York","212.255.1105","","","-74.006925","40.746883","Item Updated"
"a0WM0000005j95GMAQ","51dae65f275b2491b70001fa","51dae6468b3b81f3cf0001b9","Primary Location","6 Heddon Street","","London","","W1B 4BT","United Kingdom","Europe/London","+44 (0)20 7734 7760","","","-0.139378","51.510834","Item Updated"
"a0WM0000005j95HMAQ","51dae84f8b3b818abb0001d1","518d00053381833a8d0000a7","Primary Location","Colima 55 Roma Norte","","Mexico City","","06700","Mexico","America/Mexico_City","+52 (55) 4754 3546","","","-99.13321","19.43253","Item Updated"
"a0WM0000005j95IMAQ","51dae9f7275b249f6d000193","51dae9d78b3b8167fd0001d3","Primary Location","?air Nedim Caddesi No: 21a","Akaretler 34357 Be?ikta?","Istanbul","","","Turkey","Europe/Istanbul","(+90) 212 3270800","","","28.965165","41.009633","Item Updated"
"a0WM0000005j95JMAQ","51daeb448b3b8167fd0001db","51daeb16275b24d92c0001d3","Primary location","673 Meeker Ave","","Brooklyn","New York","11222","","America/New_York","347 457 6679","","","-73.94045","40.722889","Item Updated"
"a0WM0000005j95KMAQ","51daec07275b24d3e2000206","516d9cc3fdc441d75e00003a","Primary Location","6750 Santa Monica Blvd","","Los Angeles","California","90038","","America/Los_Angeles","(310) 276-5424","","","-118.337587","34.09063","Item Updated"
"a0WM0000005j95LMAQ","51daed24275b24d92c0001e5","5179a2a092cd4585e8000276","Primary Location","514 Central Ave SW","","Albuquerque","New Mexico","87102 ","USA","America/Denver","505.766.9888","info@levygallery.com","505.242.4279","-106.689432","35.084597","Item Updated"
"a0WM0000005j95MMAQ","51daee4c8b3b8186e90001df","51daee238b3b818abb0001db","Primary Location","Yeni Hayat Apart","S?raselviler No:49 D:1","Taksim, Istanbul","","34437","Turkey","Europe/Istanbul","+90 212 2935800","","","34.924965","38.959759","Item Updated"
"a0WM0000005j95NMAQ","51daef888b3b81f3cf0001ed","51daef64275b2491b700020d","Primary Location","27 Dover Street","","London","","W1S 4LZ","GB","Europe/London","+44 (0)20 7629 6888","info@rossirossi.com","","-0.142746","51.50921","Item Updated"
"a0WM0000005j95OMAQ","51db05c7275b24d3e200026d","51db057a275b24ffad000271","Primary Location","59-61 Henri Barbusse street","The Paintbrush Factory, 2nd floor","Cluj-Napoca","","400616","Romania","Europe/Bucharest","+40723224105","","","23.607833","46.782661","Item Updated"
"a0WM0000005j95PMAQ","51db06ac275b24d92c00023e","51b5c4fe275b24153d00004a","Primary Location","MARKGRAFENSTRASSE 68","","Berlin","","10969","DE","Europe/Berlin","+49 (0)30 955 92 917","info@schleicherlange.com","","13.394087","52.50532","Item Updated"
"a0WM0000005j95QMAQ","51db0846275b24ffad000285","4df22a34c4aeb50001011818","Beirut","Tannous Building - Quarantine - Lb-2077 ","","Beirut","","7209","Lebanon","Asia/Beirut","+ 961 1 566 550 ","","","35.47843","33.89592","Item Updated"
"a0WM0000005j95RMAQ","51db09798b3b8186e900027d","4dda94c8ab11d60001000003","ShanghART H-Space ","Bldg 18, 50 Moganshan Lu","","Shanghai","","200060","China","Asia/Shanghai","+86 21-6276 3275","","","121.488892","31.225344","Item Updated"
